om,yr,mo,dy,date,time,tz,st,stf,stn,f
295371,2011,5,25,2011-05-25,23:17:00,3,AL,1,128,EF-0
313097,2011,5,25,2011-05-25,23:25:00,3,OH,39,31,EF-0
313123,2011,5,25,2011-05-25,23:26:00,3,OH,39,32,EF-0
313114,2011,5,26,2011-05-26,00:00:00,3,TN,47,99,EF-0
298945,2011,5,26,2011-05-26,14:23:00,3,MS,28,83,EF-0
315357,2011,5,26,2011-05-26,14:35:00,3,OH,39,33,EF-0
315368,2011,5,26,2011-05-26,14:40:00,3,PA,42,16,EF-1
298933,2011,5,26,2011-05-26,15:40:00,3,LA,22,47,EF-3
295474,2011,5,26,2011-05-26,16:10:00,3,PA,42,17,EF-1
308972,2011,5,26,2011-05-26,17:00:00,3,PA,42,18,EF-1
295480,2011,5,26,2011-05-26,17:10:00,3,PA,42,19,EF-1
295502,2011,5,26,2011-05-26,17:20:00,3,PA,42,20,EF-1
295518,2011,5,26,2011-05-26,17:25:00,3,PA,42,21,EF-1
295519,2011,5,26,2011-05-26,17:26:00,3,PA,42,22,EF-1
313498,2011,5,26,2011-05-26,17:38:00,3,OH,39,34,EF-0
313512,2011,5,26,2011-05-26,18:05:00,3,OH,39,35,EF-0
295525,2011,5,26,2011-05-26,18:20:00,3,PA,42,23,EF-1
317551,2011,5,26,2011-05-26,19:52:00,3,SC,45,15,EF-0
312323,2011,5,27,2011-05-27,14:50:00,3,WA,53,1,EF-0
295706,2011,5,27,2011-05-27,15:10:00,3,PA,42,24,EF-1
295705,2011,5,27,2011-05-27,15:30:00,3,PA,42,25,EF-1
299004,2011,5,27,2011-05-27,15:50:00,3,ND,38,2,EF-0
317919,2011,5,27,2011-05-27,16:17:00,3,ND,38,3,EF-0
294251,2011,5,28,2011-05-28,13:38:00,3,MN,27,8,EF-0
319409,2011,5,28,2011-05-28,14:07:00,3,MN,27,9,EF-0
311171,2011,5,29,2011-05-29,14:10:00,3,MI,26,3,EF-1
294738,2011,5,29,2011-05-29,14:32:00,3,MI,26,4,EF-1
297437,2011,5,29,2011-05-29,15:27:00,3,MI,26,5,EF-1
295403,2011,5,29,2011-05-29,23:45:00,3,PA,42,26,EF-1
313410,2011,5,30,2011-05-30,15:04:00,3,CO,8,7,EF-0
317144,2011,5,30,2011-05-30,15:20:00,3,NE,31,10,EF-0
315985,2011,5,30,2011-05-30,15:47:00,3,NE,31,11,EF-0
315891,2011,5,30,2011-05-30,16:05:00,3,NE,31,12,EF-0
315700,2011,5,30,2011-05-30,17:26:00,3,SD,46,5,EF-0
317431,2011,5,30,2011-05-30,17:52:00,3,NE,31,13,EF-0
318672,2011,5,30,2011-05-30,18:34:00,3,NE,31,14,EF-0
315838,2011,5,30,2011-05-30,19:12:00,3,SD,46,6,EF-0
315840,2011,5,30,2011-05-30,19:22:00,3,SD,46,7,EF-0
317923,2011,5,30,2011-05-30,19:46:00,3,ND,38,4,EF-2
317925,2011,5,30,2011-05-30,19:52:00,3,ND,38,5,EF-1
317927,2011,5,30,2011-05-30,19:55:00,3,ND,38,6,EF-2
317931,2011,5,30,2011-05-30,20:01:00,3,MN,27,10,EF-1
318027,2011,5,30,2011-05-30,20:03:00,3,ND,38,7,EF-2
317933,2011,5,30,2011-05-30,20:26:00,3,MN,27,11,EF-1
317936,2011,5,30,2011-05-30,21:35:00,3,MN,27,12,EF-1
295450,2011,5,31,2011-05-31,17:26:00,3,MI,26,6,EF-1
329350,2011,6,1,2011-06-01,13:35:00,3,ME,23,1,EF-1
323440,2011,6,1,2011-06-01,14:17:00,3,MA,25,1,EF-3
329361,2011,6,1,2011-06-01,15:51:00,3,ME,23,2,EF-1
326129,2011,6,1,2011-06-01,16:32:00,3,MA,25,2,EF-1
326133,2011,6,1,2011-06-01,16:54:00,3,MA,25,3,EF-0
310786,2011,6,1,2011-06-01,17:10:00,3,MA,25,4,EF-0
330415,2011,6,1,2011-06-01,17:22:00,3,NE,31,15,EF-0
307274,2011,6,1,2011-06-01,19:20:00,3,KS,20,40,EF-0
299833,2011,6,1,2011-06-01,19:30:00,3,CA,6,9,EF-0
307275,2011,6,1,2011-06-01,19:48:00,3,KS,20,41,EF-0
330460,2011,6,1,2011-06-01,20:40:00,3,KS,20,42,EF-0
307276,2011,6,1,2011-06-01,22:33:00,3,KS,20,43,EF-0
325083,2011,6,3,2011-06-03,02:40:00,3,ND,38,8,EF-1
335356,2011,6,6,2011-06-06,20:42:00,3,MT,30,2,EF-0
335360,2011,6,6,2011-06-06,21:30:00,3,MT,30,3,EF-0
310032,2011,6,7,2011-06-07,16:24:00,3,ND,38,9,EF-0
323044,2011,6,8,2011-06-08,16:22:00,3,ME,23,3,EF-0
324696,2011,6,8,2011-06-08,17:10:00,3,ME,23,4,EF-0
327324,2011,6,8,2011-06-08,18:41:00,3,WI,55,27,EF-0
325422,2011,6,9,2011-06-09,14:10:00,3,ME,23,5,EF-0
325082,2011,6,9,2011-06-09,14:48:00,3,CT,9,1,EF-1
307277,2011,6,9,2011-06-09,17:56:00,3,KS,20,44,EF-0
318244,2011,6,10,2011-06-10,18:05:00,3,IL,17,64,EF-0
332411,2011,6,11,2011-06-11,13:22:00,3,CO,8,8,EF-0
327434,2011,6,11,2011-06-11,15:07:00,3,CO,8,9,EF-0
303997,2011,6,11,2011-06-11,15:50:00,3,WY,56,1,EF-0
328960,2011,6,11,2011-06-11,17:49:00,3,TX,48,83,EF-0
328926,2011,6,11,2011-06-11,18:11:00,3,OK,40,98,EF-1
328947,2011,6,11,2011-06-11,18:50:00,3,OK,40,99,EF-0
328961,2011,6,11,2011-06-11,18:50:00,3,TX,48,84,EF-0
298531,2011,6,11,2011-06-11,19:30:00,3,OK,40,100,EF-0
299238,2011,6,12,2011-06-12,13:25:00,3,PA,42,27,EF-1
299242,2011,6,12,2011-06-12,13:30:00,3,PA,42,28,EF-0
324214,2011,6,12,2011-06-12,14:07:00,3,MD,24,21,EF-0
324215,2011,6,12,2011-06-12,14:50:00,3,MD,24,22,EF-0
304038,2011,6,12,2011-06-12,14:58:00,3,WY,56,2,EF-0
304040,2011,6,12,2011-06-12,15:30:00,3,WY,56,3,EF-0
320313,2011,6,12,2011-06-12,17:35:00,3,MT,30,4,EF-1
310236,2011,6,12,2011-06-12,18:25:00,3,ND,38,10,EF-0
329342,2011,6,12,2011-06-12,18:34:00,3,SD,46,8,EF-0
310260,2011,6,12,2011-06-12,19:45:00,3,ND,38,11,EF-0
310261,2011,6,12,2011-06-12,20:00:00,3,ND,38,12,EF-0
310359,2011,6,12,2011-06-12,20:15:00,3,ND,38,13,EF-2
326210,2011,6,13,2011-06-13,11:10:00,3,AR,5,72,EF-1
299551,2011,6,13,2011-06-13,17:31:00,3,NE,31,16,EF-0
301833,2011,6,13,2011-06-13,18:00:00,3,ND,38,14,EF-0
321449,2011,6,14,2011-06-14,12:52:00,3,SD,46,9,EF-0
325873,2011,6,14,2011-06-14,15:28:00,3,SD,46,10,EF-0
325878,2011,6,14,2011-06-14,15:45:00,3,SD,46,11,EF-0
318418,2011,6,14,2011-06-14,19:03:00,3,NE,31,17,EF-0
324983,2011,6,14,2011-06-14,21:53:00,3,MO,29,66,EF-0
319422,2011,6,15,2011-06-15,14:25:00,3,IL,17,65,EF-0
319425,2011,6,15,2011-06-15,14:30:00,3,IL,17,66,EF-0
322104,2011,6,15,2011-06-15,17:18:00,3,IL,17,67,EF-0
300492,2011,6,16,2011-06-16,12:49:00,3,AR,5,73,EF-0
329492,2011,6,16,2011-06-16,16:52:00,3,KS,20,45,EF-1
325929,2011,6,17,2011-06-17,17:28:00,3,SD,46,12,EF-0
300824,2011,6,17,2011-06-17,17:50:00,3,NE,31,18,EF-0
304277,2011,6,18,2011-06-18,14:00:00,3,NE,31,19,EF-0
315747,2011,6,18,2011-06-18,15:52:00,3,CO,8,10,EF-0
315753,2011,6,18,2011-06-18,16:24:00,3,CO,8,11,EF-0
326560,2011,6,18,2011-06-18,18:29:00,3,OK,40,101,EF-0
315825,2011,6,18,2011-06-18,18:40:00,3,KS,20,46,EF-0
326603,2011,6,18,2011-06-18,19:09:00,3,OK,40,102,EF-0
326606,2011,6,18,2011-06-18,19:10:00,3,OK,40,103,EF-0
326600,2011,6,18,2011-06-18,20:13:00,3,OK,40,104,EF-0
307170,2011,6,18,2011-06-18,22:35:00,3,MO,29,67,EF-1
307173,2011,6,18,2011-06-18,22:40:00,3,MO,29,68,EF-1
307011,2011,6,18,2011-06-18,23:03:00,3,MO,29,69,EF-0
332493,2011,6,19,2011-06-19,00:57:00,3,MO,29,70,EF-0
332498,2011,6,19,2011-06-19,00:58:00,3,MO,29,71,EF-2
314506,2011,6,19,2011-06-19,02:48:00,3,IL,17,68,EF-1
308547,2011,6,19,2011-06-19,05:31:00,3,IN,18,65,EF-0
308544,2011,6,19,2011-06-19,05:39:00,3,KY,21,53,EF-2
308545,2011,6,19,2011-06-19,05:43:00,3,KY,21,54,EF-0
301087,2011,6,19,2011-06-19,14:00:00,3,IA,19,43,EF-0
327353,2011,6,19,2011-06-19,14:55:00,3,WI,55,28,EF-0
325186,2011,6,19,2011-06-19,17:44:00,3,NE,31,20,EF-0
314161,2011,6,19,2011-06-19,17:59:00,3,CO,8,12,EF-0
325195,2011,6,19,2011-06-19,18:01:00,3,NE,31,21,EF-0
301232,2011,6,19,2011-06-19,19:12:00,3,KS,20,47,EF-0
325199,2011,6,19,2011-06-19,19:20:00,3,NE,31,22,EF-0
317781,2011,6,19,2011-06-19,21:07:00,3,MO,29,72,EF-0
301418,2011,6,20,2011-06-20,03:59:00,3,IA,19,44,EF-1
322113,2011,6,20,2011-06-20,05:14:00,3,IL,17,69,EF-0
326450,2011,6,20,2011-06-20,11:55:00,3,KS,20,48,EF-0
326454,2011,6,20,2011-06-20,12:00:00,3,KS,20,49,EF-0
326478,2011,6,20,2011-06-20,12:12:00,3,KS,20,50,EF-0
326534,2011,6,20,2011-06-20,12:54:00,3,KS,20,51,EF-3
326552,2011,6,20,2011-06-20,12:57:00,3,KS,20,52,EF-1
326554,2011,6,20,2011-06-20,13:04:00,3,KS,20,53,EF-1
327291,2011,6,20,2011-06-20,13:15:00,3,KS,20,54,EF-0
313191,2011,6,20,2011-06-20,13:22:00,3,ND,38,15,EF-0
327296,2011,6,20,2011-06-20,13:25:00,3,KS,20,55,EF-3
327346,2011,6,20,2011-06-20,13:26:00,3,KS,20,56,EF-1
327354,2011,6,20,2011-06-20,13:30:00,3,KS,20,57,EF-2
327357,2011,6,20,2011-06-20,13:35:00,3,KS,20,58,EF-0
327315,2011,6,20,2011-06-20,13:41:00,3,KS,20,59,EF-3
313193,2011,6,20,2011-06-20,13:42:00,3,ND,38,16,EF-0
328654,2011,6,20,2011-06-20,14:00:00,3,NE,31,23,EF-1
326855,2011,6,20,2011-06-20,14:35:00,3,NE,31,24,EF-0
326857,2011,6,20,2011-06-20,14:51:00,3,NE,31,25,EF-2
326861,2011,6,20,2011-06-20,15:09:00,3,NE,31,26,EF-3
326854,2011,6,20,2011-06-20,15:35:00,3,NE,31,27,EF-0
326835,2011,6,20,2011-06-20,15:46:00,3,NE,31,28,EF-2
326853,2011,6,20,2011-06-20,16:05:00,3,NE,31,29,EF-0
326862,2011,6,20,2011-06-20,16:25:00,3,NE,31,30,EF-2
327317,2011,6,20,2011-06-20,16:27:00,3,KS,20,60,EF-0
326841,2011,6,20,2011-06-20,16:35:00,3,NE,31,31,EF-1
326863,2011,6,20,2011-06-20,16:40:00,3,NE,31,32,EF-2
326864,2011,6,20,2011-06-20,17:02:00,3,NE,31,33,EF-3
327321,2011,6,20,2011-06-20,17:25:00,3,KS,20,61,EF-0
327336,2011,6,20,2011-06-20,17:44:00,3,KS,20,62,EF-0
327339,2011,6,20,2011-06-20,17:45:00,3,KS,20,63,EF-0
304101,2011,6,20,2011-06-20,18:27:00,3,NE,31,34,EF-1
302610,2011,6,20,2011-06-20,19:00:00,3,NE,31,35,EF-1
352106,2011,6,20,2011-06-20,19:09:00,3,NE,31,36,EF-1
302613,2011,6,20,2011-06-20,19:45:00,3,IA,19,45,EF-1
321938,2011,6,20,2011-06-20,19:46:00,3,TX,48,85,EF-0
325085,2011,6,20,2011-06-20,20:40:00,3,IA,19,46,EF-0
301982,2011,6,20,2011-06-20,22:22:00,3,IA,19,47,EF-1
301983,2011,6,21,2011-06-21,00:15:00,3,IA,19,48,EF-0
302508,2011,6,21,2011-06-21,14:12:00,3,MN,27,13,EF-0
327449,2011,6,21,2011-06-21,14:21:00,3,WI,55,29,EF-1
327473,2011,6,21,2011-06-21,14:31:00,3,WI,55,30,EF-1
327478,2011,6,21,2011-06-21,14:36:00,3,WI,55,31,EF-1
327486,2011,6,21,2011-06-21,14:38:00,3,WI,55,32,EF-1
306432,2011,6,21,2011-06-21,14:55:00,3,TX,48,86,EF-0
306439,2011,6,21,2011-06-21,16:00:00,3,TX,48,87,EF-0
322315,2011,6,21,2011-06-21,19:31:00,3,IL,17,70,EF-1
324639,2011,6,21,2011-06-21,19:48:00,3,IL,17,71,EF-1
326378,2011,6,22,2011-06-22,11:37:00,3,MI,26,7,EF-0
327885,2011,6,22,2011-06-22,11:50:00,3,MS,28,84,EF-1
316144,2011,6,22,2011-06-22,16:40:00,3,TN,47,100,EF-0
308174,2011,6,22,2011-06-22,17:27:00,3,IN,18,66,EF-0
308156,2011,6,22,2011-06-22,18:04:00,3,KY,21,55,EF-2
308161,2011,6,22,2011-06-22,19:29:00,3,KY,21,56,EF-1
308169,2011,6,22,2011-06-22,19:34:00,3,KY,21,57,EF-2
308173,2011,6,22,2011-06-22,19:38:00,3,KY,21,58,EF-1
327475,2011,6,23,2011-06-23,18:50:00,3,ID,16,2,EF-0
316204,2011,6,23,2011-06-23,23:00:00,3,TN,47,101,EF-1
316205,2011,6,23,2011-06-23,23:20:00,3,TN,47,102,EF-0
304359,2011,6,25,2011-06-25,18:52:00,3,NE,31,37,EF-0
304365,2011,6,25,2011-06-25,19:28:00,3,NE,31,38,EF-0
304381,2011,6,25,2011-06-25,19:53:00,3,NE,31,39,EF-0
308216,2011,6,26,2011-06-26,00:54:00,3,IN,18,67,EF-1
316783,2011,6,26,2011-06-26,01:12:00,3,IN,18,68,EF-1
324294,2011,6,26,2011-06-26,18:50:00,3,MO,29,73,EF-0
352105,2011,6,26,2011-06-26,18:55:00,3,IA,19,49,EF-0
304542,2011,6,26,2011-06-26,19:40:00,3,IA,19,50,EF-1
334950,2011,6,26,2011-06-26,23:45:00,3,MO,29,74,EF-1
334954,2011,6,26,2011-06-26,23:47:00,3,MO,29,75,EF-1
335264,2011,6,27,2011-06-27,00:05:00,3,MO,29,76,EF-1
335315,2011,6,27,2011-06-27,00:09:00,3,MO,29,77,EF-0
320575,2011,6,27,2011-06-27,17:54:00,3,OH,39,36,EF-1
320577,2011,6,27,2011-06-27,18:53:00,3,OH,39,37,EF-0
320576,2011,6,27,2011-06-27,18:54:00,3,OH,39,38,EF-0
330168,2011,6,29,2011-06-29,19:09:00,3,MT,30,5,EF-0
330508,2011,6,29,2011-06-29,19:09:00,3,MT,30,6,EF-1
307559,2011,6,30,2011-06-30,16:57:00,3,TX,48,88,EF-1
333926,2011,7,1,2011-07-01,12:55:00,3,SD,46,13,EF-0
333002,2011,7,1,2011-07-01,14:50:00,3,MN,27,14,EF-1
333006,2011,7,1,2011-07-01,14:57:00,3,MN,27,15,EF-2
317381,2011,7,1,2011-07-01,15:31:00,3,MN,27,16,EF-1
317391,2011,7,1,2011-07-01,15:31:00,3,MN,27,17,EF-1
317405,2011,7,1,2011-07-01,16:03:00,3,MN,27,18,EF-1
306521,2011,7,1,2011-07-01,17:23:00,3,MN,27,19,EF-0
335692,2011,7,1,2011-07-01,18:51:00,3,WI,55,33,EF-2
319439,2011,7,2,2011-07-02,17:11:00,3,CO,8,13,EF-0
319440,2011,7,2,2011-07-02,17:38:00,3,CO,8,14,EF-0
307278,2011,7,2,2011-07-02,18:03:00,3,KS,20,64,EF-0
312713,2011,7,2,2011-07-02,18:47:00,3,WY,56,4,EF-0
312714,2011,7,2,2011-07-02,19:00:00,3,WY,56,5,EF-0
312720,2011,7,2,2011-07-02,19:18:00,3,WY,56,6,EF-0
312724,2011,7,2,2011-07-02,19:37:00,3,WY,56,7,EF-0
331771,2011,7,4,2011-07-04,15:57:00,3,ND,38,17,EF-0
331775,2011,7,4,2011-07-04,16:08:00,3,MN,27,20,EF-0
331779,2011,7,4,2011-07-04,19:05:00,3,MN,27,21,EF-0
331781,2011,7,4,2011-07-04,19:55:00,3,MN,27,22,EF-0
331772,2011,7,4,2011-07-04,20:15:00,3,ND,38,18,EF-1
314200,2011,7,4,2011-07-04,20:26:00,3,ND,38,19,EF-0
314205,2011,7,4,2011-07-04,20:59:00,3,ND,38,20,EF-2
308969,2011,7,5,2011-07-05,16:45:00,3,MN,27,23,EF-0
339305,2011,7,6,2011-07-06,17:22:00,3,CO,8,15,EF-0
330790,2011,7,7,2011-07-07,15:05:00,3,FL,12,24,EF-0
319162,2011,7,8,2011-07-08,16:35:00,3,ND,38,21,EF-0
319165,2011,7,8,2011-07-08,16:43:00,3,ND,38,22,EF-0
338791,2011,7,8,2011-07-08,17:02:00,3,ND,38,23,EF-0
319170,2011,7,8,2011-07-08,17:38:00,3,ND,38,24,EF-0
319172,2011,7,8,2011-07-08,17:59:00,3,ND,38,25,EF-0
319174,2011,7,8,2011-07-08,19:35:00,3,ND,38,26,EF-0
322007,2011,7,10,2011-07-10,13:40:00,3,ND,38,27,EF-2
333962,2011,7,10,2011-07-10,13:55:00,3,CO,8,16,EF-0
322014,2011,7,10,2011-07-10,14:34:00,3,ND,38,28,EF-0
322016,2011,7,10,2011-07-10,14:48:00,3,ND,38,29,EF-1
322019,2011,7,10,2011-07-10,15:04:00,3,ND,38,30,EF-0
322020,2011,7,10,2011-07-10,15:35:00,3,ND,38,31,EF-0
333619,2011,7,10,2011-07-10,15:50:00,3,ND,38,32,EF-2
333625,2011,7,10,2011-07-10,16:21:00,3,ND,38,33,EF-1
333635,2011,7,10,2011-07-10,16:53:00,3,ND,38,34,EF-1
324876,2011,7,10,2011-07-10,19:47:00,3,MN,27,24,EF-0
313017,2011,7,11,2011-07-11,01:52:00,3,IA,19,51,EF-0
319474,2011,7,12,2011-07-12,19:24:00,3,CO,8,17,EF-0
319477,2011,7,12,2011-07-12,20:11:00,3,CO,8,18,EF-0
331566,2011,7,13,2011-07-13,15:46:00,3,NM,35,1,EF-0
333208,2011,7,13,2011-07-13,19:43:00,3,NE,31,40,EF-0
333209,2011,7,13,2011-07-13,20:04:00,3,NE,31,41,EF-0
312672,2011,7,14,2011-07-14,17:10:00,3,NE,31,42,EF-0
331787,2011,7,15,2011-07-15,02:40:00,3,ND,38,35,EF-1
331790,2011,7,15,2011-07-15,04:32:00,3,MN,27,25,EF-1
330579,2011,7,16,2011-07-16,16:35:00,3,ND,38,36,EF-1
313553,2011,7,16,2011-07-16,18:10:00,3,ND,38,37,EF-1
313567,2011,7,16,2011-07-16,18:20:00,3,ND,38,38,EF-1
330580,2011,7,16,2011-07-16,18:31:00,3,ND,38,39,EF-0
331588,2011,7,16,2011-07-16,18:38:00,3,ND,38,40,EF-0
313557,2011,7,16,2011-07-16,18:51:00,3,ND,38,41,EF-0
313568,2011,7,16,2011-07-16,19:18:00,3,ND,38,42,EF-0
332415,2011,7,16,2011-07-16,19:25:00,3,MN,27,26,EF-0
330584,2011,7,16,2011-07-16,20:47:00,3,ND,38,43,EF-0
313559,2011,7,16,2011-07-16,20:48:00,3,ND,38,44,EF-0
331460,2011,7,17,2011-07-17,10:48:00,3,ND,38,45,EF-0
312470,2011,7,17,2011-07-17,12:09:00,3,ND,38,46,EF-1
331467,2011,7,17,2011-07-17,12:42:00,3,ND,38,47,EF-0
331468,2011,7,17,2011-07-17,13:28:00,3,ND,38,48,EF-0
312473,2011,7,17,2011-07-17,13:35:00,3,ND,38,49,EF-0
312475,2011,7,17,2011-07-17,14:16:00,3,ND,38,50,EF-0
333705,2011,7,17,2011-07-17,16:23:00,3,ND,38,51,EF-0
331480,2011,7,17,2011-07-17,16:57:00,3,ND,38,52,EF-3
331496,2011,7,17,2011-07-17,18:06:00,3,ND,38,53,EF-0
333937,2011,7,18,2011-07-18,15:36:00,3,SD,46,14,EF-1
331280,2011,7,18,2011-07-18,20:40:00,3,CO,8,19,EF-0
322354,2011,7,19,2011-07-19,13:39:00,3,TX,48,89,EF-0
333594,2011,7,19,2011-07-19,18:30:00,3,WI,55,34,EF-0
313186,2011,7,20,2011-07-20,05:50:00,3,ND,38,54,EF-1
331602,2011,7,22,2011-07-22,17:40:00,3,ND,38,55,EF-0
331604,2011,7,22,2011-07-22,19:23:00,3,ND,38,56,EF-0
331607,2011,7,22,2011-07-22,19:35:00,3,ND,38,57,EF-0
331609,2011,7,22,2011-07-22,20:05:00,3,ND,38,58,EF-0
331611,2011,7,22,2011-07-22,21:10:00,3,ND,38,59,EF-0
334213,2011,7,23,2011-07-23,12:39:00,3,IN,18,69,EF-0
332450,2011,7,24,2011-07-24,18:12:00,3,MN,27,27,EF-1
332475,2011,7,24,2011-07-24,18:42:00,3,MN,27,28,EF-0
335794,2011,7,24,2011-07-24,18:50:00,3,AZ,4,1,EF-0
332689,2011,7,24,2011-07-24,18:51:00,3,MI,26,8,EF-0
335968,2011,7,26,2011-07-26,10:55:00,3,NY,36,10,EF-0
335969,2011,7,26,2011-07-26,11:03:00,3,NY,36,11,EF-0
320657,2011,7,26,2011-07-26,15:14:00,3,VT,50,1,EF-0
320657,2011,7,26,2011-07-26,15:14:00,3,VT,50,1,EF-0
320657,2011,7,26,2011-07-26,15:15:00,3,NH,33,1,EF-0
337616,2011,7,26,2011-07-26,18:05:00,3,SD,46,15,EF-0
337624,2011,7,26,2011-07-26,18:15:00,3,SD,46,16,EF-0
337636,2011,7,26,2011-07-26,19:40:00,3,SD,46,17,EF-0
332686,2011,7,27,2011-07-27,18:18:00,3,IL,17,72,EF-0
332690,2011,7,27,2011-07-27,18:55:00,3,IL,17,73,EF-0
336272,2011,7,29,2011-07-29,14:00:00,3,NY,36,12,EF-0
336468,2011,7,29,2011-07-29,14:44:00,3,PA,42,29,EF-1
336469,2011,7,29,2011-07-29,14:48:00,3,PA,42,30,EF-0
337730,2011,7,29,2011-07-29,14:57:00,3,NY,36,13,EF-1
336273,2011,7,29,2011-07-29,15:20:00,3,NY,36,14,EF-0
338776,2011,7,29,2011-07-29,19:28:00,3,MT,30,7,EF-0
338182,2011,7,30,2011-07-30,18:11:00,3,MN,27,29,EF-0
336346,2011,7,30,2011-07-30,18:13:00,3,MN,27,30,EF-0
318582,2011,7,30,2011-07-30,19:26:00,3,MN,27,31,EF-0
340593,2011,8,2,2011-08-02,15:03:00,3,FL,12,25,EF-1
339709,2011,8,3,2011-08-03,15:36:00,3,NM,35,2,EF-0
331494,2011,8,5,2011-08-05,17:36:00,3,FL,12,26,EF-0
339506,2011,8,6,2011-08-06,09:25:00,3,NC,37,51,EF-0
330631,2011,8,6,2011-08-06,14:30:00,3,TX,48,90,EF-0
340522,2011,8,7,2011-08-07,11:35:00,3,PR,72,0,EF-0
339359,2011,8,7,2011-08-07,14:50:00,3,MI,26,9,EF-0
343646,2011,8,8,2011-08-08,18:13:00,3,WI,55,35,EF-0
340719,2011,8,9,2011-08-09,12:23:00,3,NJ,34,1,EF-0
322499,2011,8,9,2011-08-09,13:05:00,3,MI,26,10,EF-0
331509,2011,8,9,2011-08-09,14:45:00,3,MT,30,8,EF-0
340623,2011,8,10,2011-08-10,02:32:00,3,OK,40,105,EF-2
323781,2011,8,10,2011-08-10,16:00:00,3,NE,31,43,EF-0
342016,2011,8,11,2011-08-11,13:00:00,3,MI,26,11,EF-0
335901,2011,8,11,2011-08-11,18:49:00,3,NE,31,44,EF-0
335933,2011,8,11,2011-08-11,18:58:00,3,NE,31,45,EF-0
335905,2011,8,11,2011-08-11,19:00:00,3,NE,31,46,EF-1
335920,2011,8,11,2011-08-11,19:05:00,3,NE,31,47,EF-3
335923,2011,8,11,2011-08-11,19:22:00,3,NE,31,48,EF-0
335925,2011,8,11,2011-08-11,19:54:00,3,NE,31,49,EF-0
335930,2011,8,11,2011-08-11,20:53:00,3,NE,31,50,EF-0
345048,2011,8,14,2011-08-14,15:19:00,3,TX,48,91,EF-0
344066,2011,8,14,2011-08-14,19:35:00,3,SD,46,18,EF-0
344067,2011,8,14,2011-08-14,19:55:00,3,SD,46,19,EF-0
340093,2011,8,18,2011-08-18,08:15:00,3,NC,37,52,EF-0
343485,2011,8,18,2011-08-18,15:35:00,3,NC,37,53,EF-0
336238,2011,8,18,2011-08-18,16:23:00,3,NE,31,51,EF-0
326924,2011,8,18,2011-08-18,16:46:00,3,NE,31,52,EF-0
336240,2011,8,18,2011-08-18,16:48:00,3,NE,31,53,EF-0
336251,2011,8,18,2011-08-18,18:40:00,3,NE,31,54,EF-0
342019,2011,8,19,2011-08-19,06:05:00,3,MI,26,12,EF-0
324661,2011,8,19,2011-08-19,15:45:00,3,WI,55,36,EF-1
324661,2011,8,19,2011-08-19,15:45:00,3,WI,55,36,EF-1
324661,2011,8,19,2011-08-19,15:56:00,3,MI,26,13,EF-0
324661,2011,8,19,2011-08-19,15:57:00,3,WI,55,37,EF-0
343150,2011,8,20,2011-08-20,13:00:00,3,MI,26,14,EF-0
343871,2011,8,21,2011-08-21,13:15:00,3,NY,36,15,EF-2
345323,2011,8,21,2011-08-21,18:45:00,3,NH,33,2,EF-1
335363,2011,8,23,2011-08-23,16:05:00,3,WI,55,38,EF-2
329600,2011,8,23,2011-08-23,16:58:00,3,WI,55,39,EF-0
325945,2011,8,23,2011-08-23,17:56:00,3,WI,55,40,EF-0
326497,2011,8,23,2011-08-23,20:05:00,3,WI,55,41,EF-0
332453,2011,8,24,2011-08-24,14:24:00,3,CO,8,20,EF-0
346603,2011,8,24,2011-08-24,16:15:00,3,UT,49,1,EF-0
344684,2011,8,24,2011-08-24,22:40:00,3,OH,39,39,EF-1
337978,2011,8,25,2011-08-25,12:25:00,3,TX,48,92,EF-0
330634,2011,8,25,2011-08-25,15:30:00,3,TX,48,93,EF-0
342670,2011,8,25,2011-08-25,15:58:00,3,MD,24,23,EF-0
342669,2011,8,25,2011-08-25,16:11:00,3,MD,24,24,EF-0
332454,2011,8,26,2011-08-26,13:45:00,3,CO,8,21,EF-0
345360,2011,8,26,2011-08-26,19:12:00,3,NC,37,54,EF-1
345353,2011,8,26,2011-08-26,20:12:00,3,NC,37,55,EF-0
345347,2011,8,26,2011-08-26,21:55:00,3,NC,37,56,EF-2
345252,2011,8,27,2011-08-27,06:49:00,3,VA,51,38,EF-0
345242,2011,8,27,2011-08-27,09:30:00,3,VA,51,39,EF-0
343049,2011,8,27,2011-08-27,16:38:00,3,DE,10,1,EF-1
345238,2011,8,28,2011-08-28,01:00:00,3,NJ,34,2,EF-0
349929,2011,8,28,2011-08-28,02:00:00,3,NY,36,16,EF-0
349931,2011,8,28,2011-08-28,02:50:00,3,NY,36,17,EF-0
329593,2011,8,29,2011-08-29,17:10:00,3,NE,31,55,EF-0
346528,2011,9,1,2011-09-01,12:55:00,3,MT,30,9,EF-0
348479,2011,9,1,2011-09-01,14:25:00,3,AZ,4,2,EF-0
348881,2011,9,3,2011-09-03,09:20:00,3,MS,28,85,EF-0
348797,2011,9,3,2011-09-03,12:10:00,3,LA,22,48,EF-0
347145,2011,9,3,2011-09-03,12:12:00,3,AL,1,129,EF-0
348880,2011,9,3,2011-09-03,19:50:00,3,LA,22,49,EF-1
347147,2011,9,4,2011-09-04,00:02:00,3,AL,1,130,EF-1
347151,2011,9,4,2011-09-04,02:10:00,3,FL,12,27,EF-1
